qid,docno,score
1952,555879,0.478662580760688
1952,65274,0.4284865623324397
1952,288185,0.25944826295447476
8032,144114,0.9999999213389251
8032,181961,0.8096473030021605
8032,243523,0.8069691723812288
8032,325113,0.7767161123831978
8032,284734,0.7028379420369537
8032,108672,0.6430999763890926
8032,181515,0.6280607832916244
8032,569023,0.6075097712178401
8032,275319,0.5984754011577749
8032,34432,0.573980726041167
8032,562399,0.5703160256134259
8032,492589,0.5701822057072199
8032,176110,0.5621268317701809
8032,239313,0.5558939416448461
8032,349901,0.4581596177514116
8032,40183,0.4219504652329503
8032,449696,0.37330190517980844
8032,41732,0.34631251881677594
8032,472706,0.3059338164360238
8032,196297,0.28947580945062457
5465,249017,0.9063637910392933
5465,507813,0.8872246927939
5465,375821,0.7545034270376412
5465,525386,0.750644710888662
5465,178717,0.742591803417533
5465,141189,0.6964056582385594
5465,34722,0.631072119067916
5465,329137,0.567461855949309
5465,442544,0.551004782841093
5465,305509,0.5152557093017414
5465,413324,0.46885733437345356
5465,437574,0.4486583313172297
5465,295355,0.4270847677272788
5465,273759,0.38755386076323667
5465,110046,0.37267963758596456
5465,400945,0.36517176050794165
5465,138419,0.309300156967618
5465,301797,0.29596690405324927
5465,325296,0.2906016970459082
5465,594595,0.27197780495967794
10677,309555,0.9999999253532209
10677,481601,0.6505296482896675
10677,97010,0.5176794950206552
10677,103176,0.46745730077336833
10677,106024,0.43564402683133674
10677,357008,0.43330423363043996
10677,475412,0.4306453407697379
10677,225666,0.4286794784263136
10677,365907,0.4242401928703414
10677,417509,0.4219096711853588
10677,295115,0.35257650119140094
10677,404429,0.35034191940150916
10677,162467,0.34331882650653966
10677,590840,0.34165846616642903
10677,530576,0.33889741624567515
10677,322838,0.33710294905410276
10677,226600,0.3081889607590478
10677,392357,0.2532775919135063
10677,256035,0.20368646965456177
10677,21288,0.13769817560700262
838,432619,0.876466004260092
838,309672,0.8646581572462838
838,173346,0.8470380435712715
838,348225,0.8406994072988807
838,312361,0.8349408900975885
838,214032,0.8252403265905246
838,64391,0.807608127270647
838,437901,0.7956888724603168
838,240519,0.7938819672349979
838,45729,0.7856206128092227
838,379892,0.7467577490109463
838,477063,0.7416999325811353
838,409797,0.7230560641373618
838,527776,0.7077928390604663
838,282726,0.7053415463351094
838,461242,0.7000188376192142
838,563380,0.6885306792956591
838,141170,0.6779835644862062
838,482488,0.6090245648364581
838,574608,0.3872997539442708
7979,547370,0.9999999094825023
7979,297231,0.5811542177165432
7979,80031,0.49725217717715764
7979,561481,0.48661276916268703
7979,508152,0.4770971725473244
7979,180644,0.4382688958973939
7979,387515,0.43040659102569845
7979,148019,0.4168983875688739
7979,432283,0.4157802251281712
7979,295785,0.4062174564833131
7979,248217,0.40465538868628753
7979,421835,0.3773192095717034
7979,484535,0.37314517124648783
7979,173479,0.3593460427073759
7979,62925,0.32140744499919893
7979,217205,0.31928413796870997
7979,229069,0.23445597808110394
7979,538470,0.2027507320505221
7979,307186,0.13633165944365397
7979,568526,0.10755746942934503
7526,266194,0.9778918137044643
7526,328477,0.9616406578306437
7526,462984,0.9553745121818518
7526,408103,0.9124317401377481
7526,376485,0.9106341018942752
7526,133487,0.8879770871231061
7526,307465,0.821673758076064
7526,183883,0.8184909765478837
7526,275334,0.8094859385937192
7526,138383,0.7890868936916691
7526,497344,0.7818915464842964
7526,397445,0.7499012578003649
7526,88823,0.7482827604135422
7526,65587,0.7135886232040018
7526,590276,0.7101090294254103
7526,220486,0.6996815936787244
7526,135405,0.6835787972137511
7526,35995,0.6833832667721637
7526,27930,0.6506695779292898
7526,500486,0.4718913430415024
6786,393164,0.9480124198579482
6786,546313,0.7845503513835823
6786,386278,0.7780337157474393
6786,313899,0.7506487975265951
6786,77631,0.6890343854320188
6786,243115,0.5967713859340635
6786,252853,0.5867836379632262
6786,408695,0.5361063552231635
6786,457294,0.5360689620857939
6786,499154,0.5007122414392584
6786,138178,0.4901118486314641
6786,465820,0.48920855750428827
6786,120271,0.47640582993823777
6786,99472,0.4332885289265329
6786,148435,0.42507390677470513
6786,209863,0.3923568608986663
6786,459392,0.3918859523797332
6786,347348,0.37758966134471594
6786,133413,0.3069995825243612
6786,135873,0.23760987901261355
4520,377488,0.807712693582666
4520,513485,0.6984793124667406
4520,357103,0.6355847718169271
4520,501461,0.602037967272709
4520,285064,0.5956295905882969
4520,509535,0.583582559572311
4520,70799,0.5507177340884553
4520,531551,0.4580037638073543
4520,144077,0.4566250473050425
4520,546953,0.4344216991211679
4520,329819,0.3890646258663981
4520,235522,0.38064209992595394
4520,17412,0.37862714026352867
4520,278626,0.3678434958854009
4520,34844,0.3577043295090164
4520,521233,0.316620381993779
4520,28375,0.2787473738966593
4520,27073,0.27778884475464827
4520,21055,0.2571147802765268
4520,321807,0.22489812725261496
2096,351123,0.9985356387194998
2096,437061,0.9280771085522109
2096,308768,0.8777130464185605
2096,14493,0.8589477844936728
2096,185983,0.8105871136867904
2096,228083,0.793174886405277
2096,385121,0.7664550073603884
2096,20810,0.7038229334605598
2096,121560,0.5876165556169477
2096,459226,0.5873407549172653
2096,355415,0.5865357674588407
2096,365689,0.5563174656790056
2096,320610,0.5093270204533024
2096,33117,0.47044182472326745
2096,402174,0.4609210336985514
2096,205791,0.4298187190909434
2096,314300,0.39801517339737447
2096,509271,0.37767092428441124
2096,440522,0.31300316802631123
2096,241985,0.2924428355134523
678,121187,0.9509650648125344
678,310612,0.9217563921095661
678,304407,0.7960719140095971
678,411606,0.7634170645979246
678,18889,0.7198827688076019
678,577554,0.6997477403742056
678,391251,0.6943399135397741
678,370542,0.6530292081762346
678,534277,0.6467463198747405
678,454537,0.6102920250768483
678,509111,0.5856842338788362
678,159162,0.5567383362518916
678,217472,0.5456981541812445
678,249322,0.545160060629376
678,146657,0.5371195153860338
678,260603,0.4927275552656177
678,44152,0.476789271285617
678,20036,0.45618302007558637
678,521489,0.43885490971109187
678,107536,0.39045150282177865
7826,592484,0.9262091107298934
7826,231677,0.8666611931152666
7826,198592,0.8439251518731147
7826,351570,0.8134395516809514
7826,402332,0.7577573889820535
7826,451429,0.6711809105099545
7826,513620,0.646177431296363
7826,32040,0.4989208377044093
7826,343619,0.49068739370628894
7826,539552,0.48832176071774536
7826,26203,0.48652369535077133
7826,568944,0.484334731771319
7826,151132,0.4727752484038946
7826,598051,0.43775846602177737
7826,374309,0.39551420828863215
7826,495255,0.3909590219283634
7826,154841,0.3906603251488158
7826,253135,0.3420139120273478
7826,331296,0.3062209874849738
7826,225818,0.25670455610131765
9334,225818,0.9856131537269596
9334,127015,0.8850376255496499
9334,394151,0.8301078269315538
9334,85484,0.7787005673084363
9334,154525,0.7539785073256791
9334,444562,0.7400784318618469
9334,542721,0.708605919649685
9334,215416,0.7065803464511621
9334,343042,0.6835138333998856
9334,532178,0.6551558720475898
9334,477637,0.6446768658802268
9334,215260,0.6345026781025239
9334,269061,0.6140188788825427
9334,467936,0.608157604892523
9334,333339,0.6058623039021809
9334,568043,0.6000361497031423
9334,512947,0.5667141220092005
9334,305983,0.5496345178494738
9334,343489,0.5168248006400132
9334,6574,0.31841789845246865
1718,209626,0.9999998771353038
1718,212222,0.8572559262444103
1718,357103,0.7415793482625863
1718,562938,0.6917449534831295
1718,562080,0.6822893216261421
1718,235522,0.6745582068924859
1718,327369,0.6743929222108926
1718,593251,0.6642069443008685
1718,468225,0.6636540887265177
1718,491219,0.6435446565271166
1718,365605,0.6155334822114013
1718,383889,0.5908120606389441
1718,440270,0.5623518898901365
1718,143493,0.5593086685141725
1718,554082,0.5479914453537483
1718,205163,0.5382827729052979
1718,238786,0.4895805408660215
1718,72168,0.4842239331505975
1718,126268,0.3194139979979473
1718,344165,0.2543274857798547
2591,481166,0.970284390097052
2591,194240,0.902606298708766
2591,272790,0.8520383445447532
2591,99943,0.8384921020041947
2591,480982,0.8324382631402157
2591,73224,0.7890427199787691
2591,545284,0.781672807518107
2591,509819,0.7648555133477347
2591,390817,0.7585254741129399
2591,150544,0.7100133146499674
2591,417840,0.7099773752651357
2591,196939,0.692564246595109
2591,552707,0.6872264195386348
2591,66210,0.5844196319165762
2591,509659,0.5840329996066016
2591,490584,0.561480894602119
2591,111091,0.5599205900145123
2591,547370,0.5555863594593091
2591,327737,0.4462410537964115
2591,88546,0.3095147838173105
7703,325787,0.8531880534143953
7703,150867,0.8251061042444355
7703,177768,0.7556308358404628
7703,334436,0.7198950010908787
7703,255102,0.7001915657450438
7703,189894,0.5998323528062068
7703,543811,0.584515452365505
7703,82283,0.5649777248983718
7703,507284,0.5590092520051653
7703,177563,0.5550583805321174
7703,482077,0.5410989778178938
7703,242524,0.5284572327151237
7703,547865,0.5098455142316054
7703,286141,0.47964181913991205
7703,457584,0.43698528049193336
7703,469125,0.4295041722896569
7703,80871,0.42172078347605385
7703,197056,0.41939627290504555
7703,590561,0.4092626143664038
7703,93890,0.33673954559652214
7074,506460,0.9999999424145403
7074,39927,0.6144994385190999
7074,42347,0.5423905361258365
7074,303325,0.5108858822148535
7074,565539,0.5092906317522172
7074,183999,0.4608816588014719
7074,443804,0.45726295834311126
7074,122339,0.44832267951233673
7074,112701,0.4297186833229776
7074,302372,0.4237695239288955
7074,281338,0.41564405965600726
7074,541730,0.401960021527205
7074,347521,0.4012412131101293
7074,78224,0.3792883366796929
7074,295498,0.35341184101668205
7074,597346,0.34283503860203185
7074,30631,0.2958351954322194
7074,115134,0.25140783920585363
7074,79807,0.19222079665218605
7074,313544,0.1410571361452232
9817,448511,0.9999998753637842
9817,22688,0.8020140392245676
9817,581776,0.7703803810639616
9817,36405,0.7001641194358046
9817,187583,0.6952904969485245
9817,563169,0.6875632411134922
9817,87675,0.6614841641732725
9817,366976,0.6425082629209768
9817,181013,0.6211376691723074
9817,170704,0.6133863884910986
9817,234889,0.5453055005315907
9817,114423,0.5405269221006973
9817,18939,0.5156655715159202
9817,124027,0.4665435176948411
9817,210939,0.4368452514029397
9817,142265,0.43101863851743166
9817,146265,0.39253302433434323
9817,108040,0.3871588981090004
9817,2174,0.3482781068361462
9817,94630,0.24617715380094463
4966,504918,0.9999999047809851
4966,185405,0.8553125797297798
4966,311748,0.8318408341557874
4966,383039,0.803061688091392
4966,431927,0.7611244549921458
4966,77697,0.686557832311135
4966,265904,0.6407894498707136
4966,429899,0.6320398700138558
4966,50047,0.6093841824866707
4966,213393,0.6072239810351803
4966,63042,0.5856534943618207
4966,34626,0.5574873779227648
4966,476103,0.5278715020541733
4966,494616,0.4961193069155566
4966,349156,0.4762687067231433
4966,244004,0.45197046341277397
4966,427884,0.371554357738363
4966,134632,0.2888864120719365
4966,440806,0.25711993541735806
4966,488258,0.24799608091598488
6301,498034,0.999999889844514
6301,555581,0.6373323413270289
6301,155379,0.5955682259241963
6301,427884,0.5894724485286139
6301,481852,0.5819251815876625
6301,134632,0.5666363993302161
6301,149303,0.5540458253597909
6301,503685,0.5361465194253664
6301,244004,0.5352829723569076
6301,188713,0.5348149568003733
6301,141189,0.5093498400444311
6301,561282,0.502124669293036
6301,560308,0.5006217363797899
6301,129027,0.5005837890580498
6301,264408,0.49279427100661893
6301,505467,0.4904666911965959
6301,303011,0.48280848742920524
6301,552792,0.47265004240212466
6301,120156,0.20757104175152247
6301,138419,0.1628668613281114
469,250939,0.9999999476622533
469,438449,0.6929555186865307
469,280696,0.6304803715525455
469,570874,0.5052798891359294
469,537053,0.4930721082623012
469,815,0.4590778375308294
469,312893,0.4268156270268968
469,451301,0.4056111447354157
469,555915,0.39766350118837085
469,144557,0.3756159596322243
469,283074,0.373853210722431
469,569948,0.36651322343002574
469,401952,0.33943585440636626
469,326029,0.317354731746495
469,104254,0.29968233115943166
469,325370,0.2945458743624287
469,523415,0.23061524786302157
469,285606,0.1885542605881563
469,206140,0.18658608603809013
469,115648,0.16710242412797238
806,554465,0.9528566899119411
806,559363,0.8744644763832159
806,472011,0.8019815043746055
806,541578,0.7672747915797367
806,108719,0.62513306723692
806,245168,0.6110623962964046
806,366509,0.5511387866102687
806,299327,0.5344076527329327
806,315983,0.5314717411022865
806,278638,0.5252909073188139
806,404732,0.5149203405886755
806,293822,0.5134030375599947
806,354637,0.5046180491606109
806,382394,0.48586851898357164
806,137602,0.4773004097297814
806,570178,0.47460319642872717
806,268553,0.41872760057710434
806,375244,0.34057607539962514
806,573869,0.3151735994669575
806,579235,0.16915962511529148
9991,555176,0.9579100177150793
9991,77631,0.7675617985761694
9991,3495,0.7664656502015565
9991,457294,0.7157579379061073
9991,365092,0.7060031914662108
9991,313899,0.6800639514622704
9991,155461,0.6414840743115717
9991,471247,0.625248113507445
9991,44461,0.6177361187131243
9991,436536,0.6031641642537455
9991,386278,0.5973220312923262
9991,201326,0.5715749545289462
9991,388575,0.5551921952103255
9991,238215,0.5510605015662272
9991,282565,0.5415152277642794
9991,571001,0.5302736281195548
9991,316056,0.48406082293839503
9991,13732,0.48002681577684847
9991,384213,0.3922006025662409
9991,365558,0.1658977600947893
10149,179073,0.7217419480421947
10149,506818,0.6847695070168749
10149,41138,0.5996200928718372
10149,104480,0.5914735033003331
10149,152657,0.5348095584983776
10149,302699,0.49923006858384605
10149,531953,0.4738778933003725
10149,283473,0.4721770075748622
10149,535151,0.46559088905221463
10149,126565,0.3991445078286686
10149,484891,0.3934552893711507
10149,395246,0.36904597116701315
10149,96791,0.35124858945995374
10149,271633,0.34949865694849996
10149,69171,0.32487439305229376
10149,597880,0.30877505226029517
10149,79119,0.2951511224263046
10149,310748,0.2926052894454021
10149,300896,0.26750612507758775
10149,38424,0.24549228285959646
2814,341747,0.9223432185826551
2814,214723,0.7296195901771185
2814,275237,0.6471671776476557
2814,416787,0.6341570670562605
2814,499502,0.5927963421340114
2814,252135,0.5786967500129598
2814,236732,0.5630845183199715
2814,7743,0.5469165049768092
2814,249912,0.5462391837139157
2814,487870,0.5397510172460601
2814,285693,0.5382281333783607
2814,577082,0.5371961749278888
2814,593700,0.4606905766755311
2814,330890,0.4529000970625272
2814,121490,0.4384303739208
2814,2152,0.3885822563808915
2814,351011,0.35576892382882036
2814,248352,0.3187788995003526
2814,500913,0.2968228588541797
2814,212850,0.25534020534625856
7769,240651,0.8861124907428038
7769,271504,0.8202201197415354
7769,196427,0.7690391797539606
7769,587727,0.7648523374291037
7769,258658,0.7086713178671531
7769,321015,0.7083865330226025
7769,407185,0.7023268507474257
7769,532657,0.6977575827633304
7769,104094,0.6960431513874363
7769,393693,0.6691757730057313
7769,586756,0.6686083228511076
7769,90858,0.6637921310252474
7769,561636,0.6433534932101239
7769,396097,0.6222407976448163
7769,382894,0.6144829666032805
7769,94496,0.5905919164828832
7769,545491,0.5881517480583088
7769,112182,0.5495743895504939
7769,18790,0.5201290814154893
7769,406239,0.32541395900387443
6310,410322,0.9263767551807424
6310,341625,0.8493780778247555
6310,279288,0.8308031018169426
6310,70490,0.805054917396958
6310,352610,0.7957240347237342
6310,84642,0.7941247533739717
6310,474296,0.7607589864676596
6310,536990,0.7134941936015365
6310,358363,0.6750325633848323
6310,269671,0.6435214685120464
6310,17237,0.5976718373057097
6310,567256,0.5353893460559878
6310,336218,0.5300072361136313
6310,70127,0.5240463197712775
6310,480160,0.47166025061112
6310,50138,0.4527168352251573
6310,478250,0.3994502100729786
6310,484043,0.3620197345148584
6310,415200,0.3516319590322097
6310,170842,0.29318641214000507
7358,35340,0.9999999120953634
7358,597699,0.7653127910803126
7358,585236,0.7537897687853119
7358,30524,0.7459353437344687
7358,311834,0.7364734964892603
7358,558544,0.707929062909025
7358,114908,0.6671321031040505
7358,76466,0.5915194907634074
7358,536120,0.5781405969031759
7358,57841,0.5647479944727001
7358,201226,0.5512794404283692
7358,260006,0.5498712780619852
7358,582908,0.5410286616464853
7358,492503,0.5271279768971692
7358,455242,0.5162739742542077
7358,294424,0.5035619653691761
7358,434224,0.49501076627961355
7358,8861,0.48344352341662417
7358,11075,0.29677786334366113
7358,243115,0.26256110053218445
5028,506298,0.9999998737535529
5028,34925,0.6772755883487831
5028,342485,0.6653827156567804
5028,559157,0.5741234194564351
5028,275925,0.5716227027651875
5028,536229,0.5516803262805043
5028,576688,0.5375202306332894
5028,127689,0.5262870894336019
5028,559927,0.5166323729080209
5028,296420,0.5110832321461791
5028,534158,0.47400617348541696
5028,11633,0.4556315499772925
5028,31581,0.4132554093354227
5028,337014,0.38628857080261886
5028,253960,0.351663864367745
5028,537603,0.34681891848017316
5028,313669,0.3378046863145272
5028,133093,0.29688711297050313
5028,45810,0.21752951952750801
5028,159012,0.17418651095225643
6772,135216,0.947838433926553
6772,152286,0.8955645917690029
6772,146926,0.8097181581162
6772,536196,0.8044003478830031
6772,152945,0.7066882347078445
6772,94729,0.6590358903442235
6772,340730,0.6522647334380107
6772,74964,0.65013555347624
6772,49274,0.636422228198178
6772,61919,0.6277601123804095
6772,331623,0.6042414506308618
6772,369439,0.5861160138931656
6772,64213,0.5395956115574141
6772,469100,0.539104221364774
6772,160140,0.5244950998181354
6772,296231,0.5193087775423917
6772,533779,0.49819908055457957
6772,12782,0.46539216231654024
6772,272796,0.4646798498804404
6772,49983,0.4644471997976822
440,271772,0.9240484748958735
440,564475,0.8482009449546223
440,34087,0.7993629406647955
440,411292,0.7026050307899441
440,72321,0.6647993046899467
440,121393,0.6228218114304286
440,222726,0.5869818300131773
440,254158,0.5580099847153583
440,237514,0.5519523247316149
440,361978,0.5105222102851015
440,192332,0.4852938074779563
440,442989,0.4737875498257479
440,426121,0.47193684844415934
440,237760,0.45528857328428146
440,161221,0.4279223233464213
440,504317,0.3801989574190764
440,197870,0.36699994857142904
440,334603,0.32061106336827505
440,506108,0.28385982320533
440,230724,0.2304721450012251
44,575869,0.9255843228666237
44,180249,0.7530562969657641
44,400910,0.7379245138772934
44,418213,0.7123327451765626
44,328745,0.7029397936577743
44,26392,0.6450837346790672
44,121161,0.6303768178996361
44,447967,0.6212148278819407
44,404973,0.6185025876673422
44,515391,0.6111645145564755
44,410874,0.5882243523173696
44,252853,0.5439108357364875
44,48569,0.5356129818468764
44,512381,0.47533639551112256
44,406434,0.46953478465125237
44,286141,0.46118955457281297
44,331103,0.4586615104278672
44,425435,0.33420474208244944
44,104485,0.32339903801628583
44,260351,0.26811687244213683
3944,76248,0.9496747467337484
3944,477656,0.8116910621111281
3944,550166,0.7885173626376183
3944,143596,0.7032592248532183
3944,550471,0.6530423931841942
3944,402705,0.6387102463608506
3944,273528,0.6360106483282281
3944,444748,0.626928995818429
3944,65982,0.6218830816392904
3944,136040,0.6085680826674733
3944,339030,0.5988090008920983
3944,14463,0.5720074339849899
3944,238310,0.570568160416056
3944,173929,0.5672246139609415
3944,114829,0.5554926692398252
3944,326094,0.5440536724343321
3944,200268,0.5317369746612777
3944,188903,0.49814682887618394
3944,336659,0.362550256785934
3944,368247,0.3261566663055031
3797,502267,0.9999999050722189
3797,413328,0.8033865446759881
3797,360925,0.7712323320149647
3797,497567,0.7534311626803047
3797,347010,0.670459020130011
3797,454436,0.6667426260801216
3797,335062,0.6217818457712403
3797,133235,0.5835527811161916
3797,114559,0.582307683980793
3797,408112,0.5809167741376686
3797,153541,0.5648317484871933
3797,111531,0.4991677544330798
3797,217365,0.49610517278361327
3797,209684,0.4885427412641816
3797,124009,0.4502953931504331
3797,565676,0.3902191429971247
3797,107579,0.3690733896493756
3797,283113,0.3308851757554748
3797,544732,0.30122121745129327
3797,361509,0.2892218261964196
3802,403505,0.9999999504776783
3802,21598,0.9468679752847615
3802,181616,0.6965415952810727
3802,415737,0.6679790616974823
3802,323573,0.6451162460153271
3802,131005,0.6098307655720915
3802,342212,0.5470800549628948
3802,473957,0.4969502662836984
3802,571920,0.4896928437021621
3802,381068,0.4702104580043154
3802,215267,0.459088113849906
3802,466162,0.4525679378511498
3802,410194,0.4439663898004105
3802,395520,0.38130454404272607
3802,453784,0.3432577346018496
3802,489278,0.30200591516316183
3802,427391,0.30161427279962094
3802,489959,0.27947036156027893
3802,442109,0.24184921081809363
3802,33003,0.1685570575253416
6344,545990,0.9926254643724127
6344,428978,0.7955583479010957
6344,422225,0.7596533573233593
6344,262485,0.7221758431994747
6344,278423,0.700142861926957
6344,163831,0.6649456700049403
6344,72375,0.645863482628029
6344,394296,0.6421743655658846
6344,173348,0.6363749456387258
6344,329746,0.6280530441052103
6344,60952,0.6091584132297897
6344,515144,0.6026033401081748
6344,377357,0.5843283100613951
6344,504612,0.5645263487042196
6344,265453,0.5627291734034522
6344,309171,0.5523747200877184
6344,582414,0.5377127711882425
6344,235266,0.496550392641145
6344,191547,0.38486843158273587
6344,408782,0.23927671208286666
3507,583490,0.9999998900168057
3507,357324,0.8877706146345027
3507,98130,0.827994103221882
3507,285176,0.7890973570370212
3507,222232,0.7556618332164022
3507,121262,0.6591224635754724
3507,514055,0.6432996204142649
3507,46642,0.6197805827911309
3507,207418,0.6173703489884896
3507,393134,0.5972609336022069
3507,61864,0.5954793840137581
3507,164001,0.5705415175404527
3507,154611,0.5537653026402896
3507,393959,0.5534218452342629
3507,227433,0.5282844177018886
3507,257924,0.49487071594611093
3507,190928,0.3896616070771613
3507,159822,0.3335824174334067
3507,61985,0.2877104253960132
3507,354429,0.2642589525897797
2303,281099,0.9999999255950519
2303,527950,0.8904987953364796
2303,446853,0.7944263187899439
2303,523959,0.7446022260904542
2303,569240,0.6858303217308713
2303,168036,0.6327351191269953
2303,430216,0.6304226397167014
2303,441133,0.5703835669527406
2303,435940,0.5600141307698709
2303,440856,0.5585883753602655
2303,137360,0.5105045187646642
2303,540688,0.5047932991605639
2303,143355,0.48836611784545997
2303,42459,0.48534422960084445
2303,228403,0.4730637913341222
2303,428895,0.47111033258521084
2303,515788,0.45299367445339755
2303,296906,0.3863981876003213
2303,519229,0.34047411598838334
2303,343314,0.3376261745095292
9936,336218,0.9440309344247505
9936,199493,0.8043076044975368
9936,454224,0.7522356767516607
9936,479420,0.6546075467670256
9936,377429,0.6264318730880775
9936,226967,0.6230283036230995
9936,106863,0.5342484367349961
9936,288679,0.49565734653438837
9936,558445,0.48645386521462153
9936,367960,0.4707294174792207
9936,370244,0.44866168647092597
9936,539263,0.4478032559895502
9936,200212,0.4469551268358739
9936,170863,0.42676008276888955
9936,536120,0.41325965133146975
9936,55769,0.4119104784000205
9936,469141,0.3856288131498046
9936,110343,0.3565867226887516
9936,496820,0.29566596592243855
9936,1034,0.24943713288563096
3212,476299,0.9522230658063056
3212,185983,0.7245466609462088
3212,200457,0.7016235502022035
3212,219222,0.6944148147913616
3212,291543,0.6888403333750235
3212,545990,0.6614779649379693
3212,200136,0.6587859580742579
3212,115968,0.6404156737992194
3212,148948,0.6128019277326477
3212,219398,0.591096892270184
3212,426703,0.5523008623767268
3212,310748,0.5501861550588516
3212,291526,0.48999700627490517
3212,322168,0.473092721361141
3212,276264,0.4526931729071437
3212,99781,0.40943915349182647
3212,48840,0.40217978647618124
3212,79777,0.3295216704529548
3212,443511,0.310563020938931
3212,126135,0.2864049284424735
5986,403224,0.9999999217342205
5986,245727,0.914393251340985
5986,491358,0.8852669317571064
5986,326125,0.6413416607740801
5986,543312,0.6405849169484326
5986,309588,0.6096690222239813
5986,42390,0.5970008919618242
5986,215596,0.569513111335239
5986,394886,0.5495827921412246
5986,308289,0.5131142445046526
5986,570990,0.4716846438681733
5986,465536,0.4623167771356079
5986,433843,0.44564551311904427
5986,162047,0.3661569417804183
5986,152265,0.3625967691649606
5986,452479,0.344950477732476
5986,325330,0.2566129492391187
5986,124205,0.23744415066978333
5986,509355,0.22813694077541288
5986,470648,0.18515036442857324
9558,447197,0.9999999160392287
9558,206483,0.6966070275143488
9558,574691,0.651205684429047
9558,489640,0.5894837818233608
9558,318823,0.5878812226229089
9558,583635,0.5852364639638115
9558,144114,0.5699168716564491
9558,313045,0.5675039483377842
9558,246738,0.5370801620877819
9558,57646,0.5322657173473183
9558,36190,0.517593641112489
9558,512939,0.5165254233271945
9558,97842,0.5127918485359146
9558,592756,0.5102880977001345
9558,409402,0.484865643813997
9558,325113,0.4704955383923296
9558,522874,0.370359448531779
9558,262496,0.36948380711574313
9558,308318,0.34578107139645864
9558,6426,0.30057192792191
745,127974,0.9999998839313688
745,499502,0.6939695525600142
745,418630,0.6585581992378795
745,267466,0.6379212815508217
745,488954,0.615551948135252
745,302049,0.5836868895384486
745,59843,0.5535638178828096
745,420529,0.5463311505114312
745,274937,0.5238475879044416
745,562957,0.51677335386178
745,259924,0.5023420554414497
745,480282,0.4844175343802142
745,395726,0.45583481172743906
745,446117,0.4211234178131229
745,449001,0.41554928254932155
745,434351,0.4138596581685283
745,156499,0.37755834490458073
745,445994,0.35469140506613545
745,80994,0.35087472962504745
745,82284,0.24903338796015742
10700,466626,0.8506520980346829
10700,60929,0.8358686265027009
10700,109305,0.8064378304367278
10700,155053,0.735939678992303
10700,561636,0.6661735960043427
10700,382894,0.662623454626585
10700,177849,0.655778440980615
10700,159462,0.6428686003027788
10700,461084,0.6384664794483893
10700,9845,0.6335955266337725
10700,583230,0.6002242176413736
10700,575833,0.5993186462799809
10700,573935,0.5825618360254969
10700,252373,0.5818010850979258
10700,139059,0.5787088592559382
10700,425308,0.5766989221009742
10700,114912,0.5742622696712956
10700,364056,0.5414396131724964
10700,311884,0.49505340829906014
10700,5180,0.3094085489746212
9091,485538,0.8812151375562695
9091,235531,0.8721007750577695
9091,247101,0.8427563453591972
9091,424455,0.8074551330012449
9091,404529,0.7823667415364286
9091,275525,0.7749070208941264
9091,381164,0.7679100432540923
